FinalRecordNumber,Time_Hour,Time_Minute,Time_Second,,,,,Latitude_DMM,Longitude_DMM,Altitude_Meters,Pressure_Pascal,Temperature_C,,,,,
4510,16,40,35,11,-3,3,0,4031.54,8324.3,350.27,97173,12.24,1.45,-9.88,-2.11,421,324.32
4511,16,40,36,11,-3,3,0,4031.54,8324.3,350.18,97192,12.28,1.41,-9.92,-2.11,421,324.32
4512,16,40,39,11,-3,2,0,4031.54,8324.3,350.18,97190,12.28,1.52,-9.88,-2.11,421,324.32
4513,16,40,42,11,-3,3,0,4031.54,8324.3,350.44,97184,12.25,1.37,-9.92,-2.19,421,325.2
4514,16,40,44,11,-3,2,0,4031.54,8324.3,350.61,97186,12.26,1.49,-9.92,-2.15,421,324.32
4515,16,40,46,11,-3,3,0,4031.54,8324.3,350.61,97185,12.24,1.45,-9.92,-2.19,421,324.32
4516,16,40,48,11,-3,3,0,4031.54,8324.3,350.61,97184,12.17,1.41,-9.92,-2.15,421,324.32
4517,16,40,51,11,-3,2,0,4031.54,8324.3,351.13,97187,12.16,1.49,-9.92,-2.15,422,325.2
4518,16,40,52,11,-3,2,0,4031.54,8324.3,350.96,97181,12.14,1.45,-9.92,-2.15,421,324.32
4519,16,40,55,11,-3,3,0,4031.54,8324.3,350.61,97179,12.4,1.45,-9.88,-2.11,421,324.32
4520,16,40,56,11,-3,2,0,4031.54,8324.3,350.35,97184,12,1.56,-9.88,-2.11,421,324.32
4521,16,40,59,11,-3,3,0,4031.54,8324.3,350.7,97181,12,1.13,-10.4,-2.19,423,326.8
4522,16,41,2,11,-3,2,0,4031.54,8324.3,350.96,97183,12.2,1.6,-9.88,-2.11,420,323.44
4523,16,41,4,11,-3,2,0,4031.54,8324.3,350.78,97183,11.98,1.6,-9.84,-2.11,421,324.32
4524,16,41,6,11,-3,2,0,4031.54,8324.3,350.61,97180,11.94,1.6,-9.88,-2.7,421,324.32
4525,16,41,8,11,-3,3,0,4031.54,8324.3,350.53,97187,11.87,1.52,-9.88,-2.15,421,324.32
4526,16,41,11,11,-3,2,0,4031.54,8324.3,350.27,97178,11.93,1.45,-9.88,-2.19,421,324.32
4527,16,41,12,11,-4,2,1,4031.54,8324.3,349.92,97186,11.93,1.64,-9.8,-2.11,421,324.32
4528,16,41,15,11,-3,3,0,4031.54,8324.3,350.27,97187,11.91,1.45,-9.92,-2.11,421,324.32
4529,16,41,16,11,-3,2,0,4031.54,8324.3,350.96,97184,11.86,1.45,-9.92,-2.15,421,324.32
4530,16,41,20,11,-3,2,0,4031.54,8324.3,350.1,97189,11.85,1.49,-9.92,-2.11,421,325.2
4531,16,41,22,11,-3,2,0,4031.54,8324.3,350.44,97190,11.86,1.49,-9.96,-2.11,421,324.32
4532,16,41,24,11,-3,2,0,4031.54,8324.3,350.27,97185,11.88,1.49,-9.88,-2.19,421,324.32
4533,16,41,26,11,-3,2,0,4031.54,8324.3,350.7,97182,11.93,1.41,-9.92,-2.15,418,321.68
4534,16,41,28,11,-3,2,0,4031.54,8324.3,350.44,97182,11.94,1.45,-9.92,-2.11,420,323.44
4535,16,41,31,11,-3,2,0,4031.54,8324.3,350.27,97183,11.97,1.41,-9.92,-2.11,420,323.44
4536,16,41,32,11,-3,3,0,4031.54,8324.3,350.78,97181,12,1.33,-9.96,-2.11,420,324.32
4537,16,41,35,11,-3,3,0,4031.54,8324.3,351.13,97182,12.1,1.49,-9.96,-2.15,420,324.32
4538,16,41,36,11,-3,3,0,4031.54,8324.3,351.4,97184,12,1.37,-10.8,-2.7,422,325.2
4539,16,41,40,11,-3,2,0,4031.54,8324.3,350.7,97184,12,1.49,-9.88,-2.15,420,323.44
4540,16,41,42,11,-3,3,0,4031.54,8324.3,350.53,97185,11.98,1.45,-9.92,-2.15,420,323.44
4541,16,41,44,11,-3,2,0,4031.54,8324.3,351.4,97178,11.98,1.52,-9.88,-2.19,420,324.32
4542,16,41,46,11,-3,2,0,4031.54,8324.3,350.61,97184,12,1.33,-10.8,-2.3,421,324.32
4543,16,41,48,11,-3,2,0,4031.54,8324.3,350.78,97181,12,1.45,-9.92,-1.96,419,322.56
4544,16,41,51,11,-3,2,0,4031.54,8324.3,350.61,97186,12.1,1.41,-9.96,-2.15,420,323.44
4545,16,41,52,11,-3,2,0,4031.54,8324.3,350.78,97184,11.98,1.49,-9.96,-2.19,418,321.68
4546,16,41,55,11,-3,3,0,4031.54,8324.3,350.44,97194,11.95,1.45,-9.92,-2.11,417,320.8
4547,16,41,58,11,-3,2,0,4031.54,8324.3,350.78,97188,11.97,1.6,-9.84,-2.11,419,322.56
4548,16,42,0,11,-3,3,0,4031.54,8324.3,350.96,97183,11.98,1.52,-9.92,-2.15,420,323.44
4549,16,42,2,11,-3,2,0,4031.54,8324.3,350.61,97188,11.98,1.49,-9.92,-2.19,417,320.8
4550,16,42,4,11,-3,3,0,4031.54,8324.3,350.27,97184,11.94,1.49,-9.92,-2.11,418,320.8
4551,16,42,7,11,-3,2,0,4031.54,8324.3,350.1,97183,11.97,1.41,-9.92,-2.15,420,323.44
4552,16,42,8,11,-3,2,0,4031.54,8324.3,350.27,97184,11.94,1.45,-9.92,-2.19,420,323.44
4553,16,42,11,11,-3,3,0,4031.54,8324.3,350.61,97189,11.91,1.41,-9.88,-2.15,420,323.44
4554,16,42,12,11,-3,2,0,4031.54,8324.3,350.61,97186,11.87,1.49,-9.92,-2.11,417,320.8
4555,16,42,16,11,-3,3,0,4031.54,8324.3,350.96,97175,11.87,1.45,-9.96,-2.11,420,323.44
4556,16,42,18,11,-3,2,0,4031.54,8324.3,351.21,97182,11.89,1.52,-9.88,-2.19,420,323.44
4557,16,42,20,11,-3,2,0,4031.54,8324.3,350.61,97187,11.89,1.49,-9.92,-2.11,420,324.32
4558,16,42,22,11,-3,2,0,4031.54,8324.3,350.27,97188,11.88,1.45,-9.88,-2.15,420,323.44
4559,16,42,24,11,-3,3,0,4031.54,8324.3,350.18,97191,11.88,1.49,-9.88,-2.19,421,324.32
4560,16,42,27,11,-3,2,0,4031.54,8324.3,350.78,97186,11.85,1.45,-9.88,-2.19,421,324.32
4561,16,42,28,11,-3,2,0,4031.54,8324.3,350.7,97180,11.86,1.52,-9.92,-2.19,420,324.32
4562,16,42,31,11,-3,3,0,4031.54,8324.3,350.61,97185,11.88,1.49,-9.88,-2.7,418,321.68
4563,16,42,34,11,-3,2,0,4031.54,8324.3,350.78,97177,11.91,1.49,-9.92,-2.11,420,323.44
4564,16,42,36,11,-3,2,0,4031.54,8324.3,351.13,97177,11.98,1.49,-9.88,-2.15,420,323.44
4565,16,42,38,11,-3,3,0,4031.54,8324.3,351.4,97179,12.2,1.45,-9.92,-2.19,420,324.32
4566,16,42,40,11,-3,2,0,4031.54,8324.3,351.47,97178,12.4,1.49,-9.92,-2.11,420,324.32
4567,16,42,43,11,-3,2,0,4031.54,8324.3,351.4,97175,12.8,1.45,-9.88,-2.15,420,323.44
4568,16,42,44,11,-3,3,0,4031.54,8324.3,351.13,97179,12.12,1.45,-9.92,-2.19,420,323.44
4569,16,42,47,11,-3,2,0,4031.54,8324.3,351.3,97179,12.15,1.41,-9.92,-2.19,420,323.44
4570,16,42,48,11,-3,2,0,4031.54,8324.3,351.13,97168,12.17,1.52,-9.88,-2.15,417,320.8
4571,16,42,51,11,-3,2,0,4031.54,8324.3,351.3,97175,12.19,1.41,-9.88,-2.19,418,320.8
4572,16,42,54,11,-3,2,0,4031.54,8324.3,351.21,97179,12.23,1.49,-9.92,-2.19,419,322.56
4573,16,42,56,11,-3,2,0,4031.54,8324.3,351.13,97183,12.25,1.49,-9.92,-2.15,420,323.44
4574,16,42,58,11,-3,3,0,4031.54,8324.3,351.56,97184,12.3,1.41,-9.96,-2.15,420,323.44
4575,16,43,0,11,-3,3,0,4031.54,8324.3,351.13,97176,12.34,1.52,-9.92,-2.15,420,323.44
4576,16,43,3,11,-2,2,0,4031.54,8324.3,351.3,97179,12.35,1.49,-9.92,-2.11,420,324.32
4577,16,43,4,11,-3,2,0,4031.54,8324.3,351.56,97181,12.38,1.45,-9.92,-2.27,420,324.32
4578,16,43,7,11,-3,3,0,4031.54,8324.3,350.78,97172,12.41,1.45,-9.92,-2.15,420,324.32
4579,16,43,8,11,-3,3,0,4031.54,8324.3,351.4,97173,12.45,1.41,-9.92,-2.15,417,320.8
4580,16,43,12,11,-3,3,0,4031.54,8324.3,351.73,97172,12.46,1.49,-9.88,-2.11,419,323.44
4581,16,43,14,11,-3,2,0,4031.54,8324.3,351.39,97182,12.53,1.49,-9.92,-2.15,420,323.44
4582,16,43,16,11,-3,3,0,4031.54,8324.3,351.4,97182,12.53,1.45,-9.92,-2.15,420,323.44
4583,16,43,18,11,-3,3,0,4031.54,8324.3,351.3,97180,12.51,1.49,-9.88,-2.23,417,320.8
4584,16,43,20,11,-3,2,0,4031.54,8324.3,350.78,97180,12.55,1.25,-10.4,-1.92,421,324.32
4585,16,43,23,11,-3,2,0,4031.54,8324.3,350.87,97179,12.54,1.45,-9.88,-2.11,419,322.56
4586,16,43,24,11,-3,2,0,4031.54,8324.3,351.64,97179,12.55,1.45,-9.92,-2.15,419,323.44
4587,16,43,27,11,-3,2,0,4031.54,8324.3,351.56,97180,12.55,1.41,-9.88,-2.11,419,323.44
4588,16,43,28,11,-3,2,0,4031.54,8324.3,350.96,97176,12.62,1.56,-9.96,-2.19,419,322.56
4589,16,43,32,11,-3,2,0,4031.54,8324.3,351.39,97180,12.6,1.41,-9.92,-2.19,420,323.44
4590,16,43,34,11,-3,2,0,4031.54,8324.3,350.7,97176,12.6,1.52,-9.88,-2.15,419,323.44
4591,16,43,36,11,-3,2,0,4031.54,8324.3,351.21,97175,12.58,1.45,-9.92,-2.19,418,321.68
4592,16,43,38,11,-3,2,0,4031.54,8324.3,350.87,97179,12.55,1.49,-9.92,-2.15,418,322.56
4593,16,43,40,11,-3,3,0,4031.54,8324.3,351.13,97179,12.54,1.45,-9.92,-2.15,420,323.44
4594,16,43,43,11,-3,2,0,4031.54,8324.3,350.87,97175,12.53,1.45,-9.88,-2.11,419,323.44
4595,16,43,44,11,-3,2,0,4031.54,8324.3,350.78,97177,12.55,1.45,-9.92,-2.11,420,323.44
4596,16,43,47,11,-3,2,0,4031.54,8324.3,351.47,97180,12.53,1.49,-9.84,-2.19,418,321.68
4597,16,43,50,11,-3,2,0,4031.54,8324.3,350.7,97178,12.51,1.41,-9.92,-2.15,420,323.44
4598,16,43,52,11,-3,3,0,4031.54,8324.3,351.21,97176,12.53,1.45,-9.92,-2.23,420,323.44
4599,16,43,54,11,-3,2,0,4031.54,8324.3,350.87,97181,12.49,1.45,-9.96,-2.15,419,323.44
4600,16,43,59,11,-3,2,0,4031.54,8324.3,351.4,97178,12.39,1.45,-9.96,-2.19,420,324.32
4601,16,44,0,11,-3,3,0,4031.54,8324.3,350.7,97178,12.34,1.45,-9.88,-2.15,420,323.44
4602,16,44,3,11,-3,2,0,4031.54,8324.3,351.47,97179,12.36,1.56,-9.88,-2.11,420,323.44
4603,16,44,4,11,-3,2,0,4031.54,8324.3,351.64,97175,12.34,1.49,-9.88,-2.19,420,323.44
4604,16,44,7,11,-3,2,0,4031.54,8324.3,351.3,97176,12.34,1.45,-9.88,-2.11,419,323.44
4605,16,44,10,11,-3,2,0,4031.54,8324.3,351.47,97172,12.36,1.52,-9.92,-2.15,420,323.44
4606,16,44,12,11,-3,2,0,4031.54,8324.3,351.39,97179,12.36,1.49,-9.92,-2.15,419,323.44
4607,16,44,14,11,-3,2,0,4031.54,8324.3,351.39,97175,12.36,1.45,-9.96,-2.19,420,323.44
4608,16,44,16,11,-3,2,0,4031.54,8324.3,351.64,97176,12.39,1.49,-10.8,-2.7,419,322.56
4609,16,44,19,11,-3,2,0,4031.54,8324.3,351.64,97171,12.43,1.45,-9.92,-2.27,418,321.68
4610,16,44,20,11,-3,2,0,4031.54,8324.3,351.9,97176,12.43,1.49,-9.88,-2.3,419,322.56
4611,16,44,23,11,-3,3,0,4031.54,8324.3,352.25,97174,12.43,1.49,-9.88,-2.15,419,322.56
4612,16,44,24,11,-3,2,0,4031.54,8324.3,351.47,97174,12.43,1.49,-9.88,-2.15,417,319.92
4613,16,44,28,11,-3,2,0,4031.54,8324.3,351.73,97176,12.51,1.45,-9.92,-2.19,419,322.56
4614,16,44,30,11,-3,2,0,4031.54,8324.3,351.64,97172,12.51,1.45,-9.92,-2.15,419,322.56
4615,16,44,32,11,-3,2,0,4031.54,8324.3,351.13,97172,12.57,1.45,-9.96,-2.23,419,323.44
4616,16,44,34,11,-3,2,0,4031.54,8324.3,351.73,97169,12.6,1.49,-9.88,-2.19,419,323.44
4617,16,44,36,11,-3,3,0,4031.54,8324.3,351.56,97180,12.63,1.49,-9.96,-2.19,420,323.44
4618,16,44,39,11,-3,2,0,4031.54,8324.3,351.3,97170,12.66,1.45,-9.96,-2.11,420,323.44
4619,16,44,40,11,-3,2,0,4031.54,8324.3,350.78,97175,12.71,1.52,-9.92,-2.15,419,323.44
4620,16,44,43,11,-3,2,0,4031.54,8324.3,351.82,97166,12.73,1.49,-9.92,-2.23,416,319.92
4621,16,44,46,11,-3,2,0,4031.54,8324.3,352.33,97169,12.76,1.37,-9.92,-2.19,418,322.56
4622,16,44,48,11,-3,2,0,4031.54,8324.3,351.64,97169,12.79,1.45,-9.88,-2.23,419,322.56
4623,16,44,50,11,-3,3,0,4031.54,8324.3,351.56,97169,12.82,1.49,-9.92,-2.11,419,323.44
4624,16,44,52,11,-3,2,0,4031.54,8324.3,351.73,97172,12.85,1.45,-9.92,-2.15,416,319.92
4625,16,44,54,11,-3,2,0,4031.54,8324.3,351.99,97170,12.85,1.45,-9.88,-2.19,418,321.68
4626,16,44,56,11,-3,2,0,4031.54,8324.3,351.82,97165,12.88,1.52,-9.96,-2.11,419,322.56
4627,16,44,59,11,-3,3,0,4031.54,8324.3,351.56,97178,12.88,1.45,-9.92,-2.11,419,323.44
4628,16,45,0,11,-3,2,0,4031.54,8324.3,351.73,97178,12.92,1.41,-9.92,-2.15,419,322.56
4629,16,45,3,11,-3,2,0,4031.54,8324.3,351.3,97169,12.96,1.45,-9.88,-2.15,419,322.56
4630,16,45,6,11,-3,2,0,4031.54,8324.3,351.73,97169,13,1.45,-9.92,-2.15,420,323.44
4631,16,45,8,11,-2,3,0,4031.54,8324.3,351.9,97165,13.3,1.49,-9.96,-2.15,420,323.44
4632,16,45,10,11,-3,2,0,4031.54,8324.3,351.64,97166,13.6,1.52,-9.88,-2.23,419,323.44
4633,16,45,12,11,-3,2,0,4031.54,8324.3,352.33,97173,13.11,1.45,-9.96,-2.19,416,320.8
4634,16,45,15,11,-3,2,0,4031.54,8324.3,352.42,97169,13.8,1.37,-9.92,-2.15,419,322.56
4635,16,45,16,11,-3,2,0,4031.54,8324.3,352.8,97174,13.11,1.45,-9.88,-2.19,419,322.56
4636,16,45,19,11,-3,2,0,4031.54,8324.3,351.82,97168,13.3,1.45,-9.92,-2.11,419,323.44
4637,16,45,20,11,-3,2,0,4031.54,8324.3,351.82,97170,13,1.45,-9.92,-2.19,417,320.8
4638,16,45,24,11,-3,2,0,4031.54,8324.3,351.9,97176,13.4,1.49,-9.88,-2.15,419,322.56
4639,16,45,26,11,-3,2,0,4031.54,8324.3,351.64,97169,13.7,1.45,-9.92,-2.15,418,322.56
4640,16,45,28,11,-3,2,0,4031.54,8324.3,352.25,97168,13.8,1.45,-9.92,-2.19,419,322.56
4641,16,45,30,11,-3,3,0,4031.54,8324.3,352.8,97169,13.6,1.45,-9.96,-2,418,322.56
4642,16,45,32,11,-3,2,0,4031.54,8324.3,352.25,97166,13.1,1.37,-10.12,-2.3,420,323.44
4643,16,45,35,11,-3,2,0,4031.54,8324.3,352.25,97160,13.14,1.45,-9.92,-2.19,418,322.56
4644,16,45,36,11,-3,2,0,4031.54,8324.3,352.25,97167,13.17,1.49,-9.92,-2.19,419,322.56
4645,16,45,39,11,-3,2,0,4031.54,8324.3,352.25,97166,13.16,1.45,-9.88,-2.11,418,322.56
4646,16,45,44,11,-3,2,0,4031.54,8324.3,351.82,97168,13.14,1.41,-9.92,-2.15,419,323.44
4647,16,45,46,11,-3,2,0,4031.54,8324.3,351.82,97167,13.14,1.45,-9.88,-2.15,419,323.44
4648,16,45,48,11,-3,2,0,4031.54,8324.3,352.76,97174,13.17,1.41,-9.88,-2.11,419,322.56
4649,16,45,50,11,-3,2,0,4031.54,8324.3,352.76,97164,13.18,1.45,-9.88,-2.11,416,320.8
4650,16,45,52,11,-3,3,0,4031.54,8324.3,351.99,97171,13.17,1.49,-9.88,-2.15,418,322.56
4651,16,45,55,11,-3,2,0,4031.54,8324.3,352.8,97165,13.18,1.45,-9.96,-2.15,419,322.56
4652,16,45,56,11,-3,2,0,4031.54,8324.3,352.16,97163,13.21,1.45,-9.96,-2,419,322.56
4653,16,45,59,11,-3,2,0,4031.54,8324.3,351.39,97170,13.19,1.45,-9.92,-2.11,419,322.56
4654,16,46,2,11,-3,2,0,4031.54,8324.3,352.51,97168,13.14,1.29,-9.92,-2.19,419,323.44
4655,16,46,4,11,-3,2,0,4031.54,8324.3,352.25,97167,13.7,1.49,-9.96,-2.19,419,323.44
4656,16,46,6,11,-3,3,0,4031.54,8324.3,351.47,97176,13.7,1.45,-9.92,-2.19,419,323.44
4657,16,46,8,11,-3,2,0,4031.54,8324.3,351.56,97170,13.6,1.45,-9.88,-2.19,417,321.68
4658,16,46,11,11,-3,2,0,4031.54,8324.3,352.8,97170,13.6,1.49,-9.88,-2.19,419,322.56
4659,16,46,12,11,-2,2,0,4031.54,8324.3,351.9,97174,13.8,1.49,-9.92,-2.19,419,322.56
4660,16,46,15,11,-3,3,0,4031.54,8324.3,352.16,97163,13.11,1.49,-9.88,-2.15,419,322.56
4661,16,46,16,11,-3,2,0,4031.54,8324.3,352.25,97169,13.14,1.49,-9.92,-2.15,419,322.56
4662,16,46,20,11,-3,2,0,4031.54,8324.3,352.25,97167,13.17,1.45,-9.88,-2.7,419,323.44
4663,16,46,22,11,-3,2,0,4031.54,8324.3,351.9,97170,13.21,1.41,-9.88,-2.11,419,323.44
4664,16,46,24,11,-3,2,0,4031.54,8324.3,352.25,97169,13.21,1.49,-9.96,-2.19,419,323.44
4665,16,46,26,11,-3,2,0,4031.54,8324.3,351.9,97171,13.21,1.45,-9.88,-2.15,419,322.56
4666,16,46,28,11,-3,3,0,4031.54,8324.3,351.99,97166,13.26,1.45,-9.92,-2.15,419,323.44
4667,16,46,31,11,-3,2,0,4031.54,8324.3,352.16,97172,13.23,1.49,-9.88,-2.11,419,322.56
4668,16,46,32,11,-3,2,0,4031.54,8324.3,352.33,97174,13.29,1.49,-9.92,-2.7,419,323.44
4669,16,46,35,11,-3,2,0,4031.54,8324.3,352.16,97164,13.31,1.49,-9.92,-2.19,419,323.44
4670,16,46,36,11,-3,2,0,4031.54,8324.3,352.8,97176,13.37,1.29,-10.8,-2.15,420,323.44
4671,16,46,40,11,-3,2,0,4031.54,8324.3,352.25,97175,13.4,1.37,-9.96,-2.15,417,321.68
4672,16,46,42,11,-3,2,0,4031.54,8324.3,351.82,97164,13.36,1.45,-9.92,-2.15,418,322.56
4673,16,46,44,11,-3,2,0,4031.54,8324.3,352.33,97165,13.34,1.49,-9.92,-2.19,418,322.56
4674,16,46,46,11,-3,2,0,4031.54,8324.3,351.82,97181,13.32,1.45,-9.92,-2.15,416,319.92
4675,16,46,48,11,-3,3,0,4031.54,8324.3,351.82,97176,13.31,1.45,-9.92,-2.15,418,322.56
4676,16,46,51,11,-3,2,0,4031.54,8324.3,351.73,97173,13.29,1.49,-9.92,-2.11,418,322.56
4677,16,46,52,11,-3,2,0,4031.54,8324.3,351.3,97171,13.28,1.49,-9.92,-2.19,419,322.56
4678,16,46,55,11,-3,2,0,4031.54,8324.3,351.39,97174,13.26,1.52,-9.88,-2.11,418,322.56
4679,16,46,58,11,-3,2,0,4031.54,8324.3,351.73,97171,13.28,1.49,-9.92,-2.11,419,323.44
4680,16,47,0,11,-3,2,0,4031.54,8324.3,352.8,97159,13.25,1.52,-9.88,-2.15,419,322.56
4681,16,47,2,11,-3,2,0,4031.54,8324.3,352.42,97167,13.3,1.45,-9.92,-2.23,419,322.56
4682,16,47,4,11,-3,2,0,4031.54,8324.3,352.51,97160,13.3,1.49,-9.92,-2.15,418,322.56
4683,16,47,7,11,-3,2,0,4031.54,8324.3,352.25,97167,13.36,1.45,-9.92,-2.15,419,323.44
4684,16,47,8,11,-3,2,0,4031.54,8324.3,352.8,97169,13.34,1.49,-9.96,-2.19,418,322.56
4685,16,47,11,11,-3,2,0,4031.54,8324.3,351.9,97160,13.38,1.49,-9.92,-2.15,418,322.56
4686,16,47,12,11,-3,2,0,4031.54,8324.3,352.85,97161,13.41,1.49,-9.88,-2.19,415,319.5
4687,16,47,16,11,-3,2,0,4031.54,8324.3,352.33,97166,13.44,1.49,-9.92,-2.15,417,321.68
4688,16,47,18,11,-3,2,0,4031.54,8324.3,352.25,97164,13.47,1.45,-9.96,-2.11,418,322.56
4689,16,47,20,11,-3,2,0,4031.54,8324.3,351.9,97171,13.47,1.49,-9.92,-2.19,418,322.56
4690,16,47,22,11,-3,2,0,4031.54,8324.3,351.9,97168,13.53,1.45,-9.92,-2.15,415,319.5
4691,16,47,24,11,-3,2,0,4031.54,8324.3,352.33,97169,13.56,1.45,-9.96,-2.11,417,321.68
4692,16,47,28,11,-3,2,0,4031.54,8324.3,352.59,97164,13.63,1.45,-9.96,-2.11,418,322.56
4693,16,47,31,11,-3,2,0,4031.54,8324.3,352.59,97167,13.65,1.49,-9.92,-2.11,415,319.5
4694,16,47,32,11,-3,2,0,4031.54,8324.3,352.16,97165,13.68,1.37,-10.8,-1.76,416,319.92
4695,16,47,36,11,-3,2,0,4031.54,8324.3,351.99,97157,13.73,1.45,-9.96,-2.7,416,319.92
4696,16,47,38,11,-3,2,0,4031.54,8324.3,352.85,97157,13.76,1.45,-9.92,-2.19,417,321.68
4697,16,47,40,11,-3,2,0,4031.54,8324.3,351.99,97168,13.78,1.41,-9.92,-2.23,418,321.68
4698,16,47,42,11,-3,2,0,4031.54,8324.3,352.25,97160,13.78,1.41,-9.92,-2.15,417,321.68
4699,16,47,44,11,-2,2,0,4031.54,8324.3,351.99,97164,13.78,1.45,-9.92,-2.15,418,322.56
4700,16,47,47,11,-3,2,0,4031.54,8324.3,352.59,97167,13.79,1.49,-9.96,-2.15,418,322.56
4701,16,47,48,11,-3,2,0,4031.54,8324.3,352.85,97165,13.79,1.45,-9.88,-2.15,418,322.56
4702,16,47,51,11,-3,2,0,4031.54,8324.3,352.94,97164,13.78,1.49,-9.92,-2.19,418,322.56
4703,16,47,54,11,-3,2,0,4031.54,8324.3,352.8,97170,13.78,1.45,-9.92,-2.11,419,323.44
4704,16,47,56,11,-3,2,0,4031.54,8324.3,352.85,97165,13.83,1.49,-9.96,-2.15,418,322.56
4705,16,47,58,11,-3,3,0,4031.54,8324.3,352.16,97162,13.83,1.45,-9.92,-2.11,418,322.56
4706,16,48,0,11,-3,2,0,4031.54,8324.3,352.42,97163,13.85,1.49,-9.88,-2.15,418,322.56
4707,16,48,3,11,-3,2,0,4031.54,8324.3,352.59,97160,13.83,1.52,-9.92,-2.15,418,322.56
4708,16,48,4,11,-3,2,0,4031.54,8324.3,352.33,97171,13.85,1.45,-9.96,-2.15,418,322.56
4709,16,48,7,11,-3,2,0,4031.54,8324.3,351.99,97167,13.85,1.45,-9.92,-2.11,418,322.56
4710,16,48,8,11,-2,2,0,4031.54,8324.3,352.68,97161,13.89,1.49,-9.92,-2.11,418,322.56
4711,16,48,12,11,-3,2,0,4031.54,8324.3,352.16,97169,13.92,1.45,-9.92,-2.19,418,322.56
4712,16,48,14,11,-3,2,0,4031.54,8324.3,352.42,97160,13.94,1.37,-9.92,-2.11,418,322.56
4713,16,48,16,11,-2,2,0,4031.54,8324.3,352.76,97162,13.89,1.49,-9.92,-2.15,418,322.56
4714,16,48,18,11,-3,2,0,4031.54,8324.3,352.59,97162,13.85,1.45,-9.92,-2.15,418,322.56
4715,16,48,20,11,-3,2,0,4031.54,8324.3,352.8,97162,13.83,1.37,-10.4,-2.15,420,323.44
4716,16,48,23,11,-3,2,0,4031.54,8324.3,352.68,97167,13.71,1.45,-9.92,-2.27,416,320.8
4717,16,48,24,11,-3,2,0,4031.54,8324.3,352.33,97162,13.71,1.49,-9.88,-2.15,417,321.68
4718,16,48,27,11,-3,2,0,4031.54,8324.3,352.85,97163,13.66,1.37,-9.92,-2.23,415,319.5
4719,16,48,28,11,-3,2,0,4031.54,8324.3,351.56,97169,13.68,1.49,-9.96,-2.15,416,320.8
4720,16,48,32,11,-3,2,0,4031.54,8324.3,352.25,97162,13.68,1.37,-9.92,-2.19,417,321.68
4721,16,48,34,11,-3,2,0,4031.54,8324.3,352.8,97169,13.63,1.37,-9.96,-2.19,418,322.56
4722,16,48,36,11,-3,2,0,4031.54,8324.3,352.16,97171,13.56,1.37,-9.92,-2.19,414,319.5
4723,16,48,38,11,-3,2,0,4031.54,8324.3,353.2,97166,13.53,1.49,-9.84,-2.15,415,319.92
4724,16,48,40,11,-3,2,0,4031.54,8324.3,352.16,97164,13.52,1.45,-9.92,-2.11,417,321.68
4725,16,48,43,11,-3,2,0,4031.54,8324.3,352.33,97160,13.54,1.45,-9.88,-2.15,417,321.68
4726,16,48,44,11,-3,2,0,4031.54,8324.3,352.51,97165,13.58,1.49,-9.92,-2.15,417,321.68
4727,16,48,47,11,-3,2,0,4031.54,8324.3,352.51,97155,13.59,1.37,-9.92,-2.19,415,319.92
4728,16,48,50,11,-3,2,0,4031.54,8324.3,351.82,97168,13.61,1.45,-9.96,-2.19,417,321.68
4729,16,48,52,11,-3,2,0,4031.54,8324.3,352.76,97169,13.63,1.41,-9.92,-2.23,417,321.68
4730,16,48,54,11,-3,2,0,4031.54,8324.3,353.2,97158,13.66,1.45,-9.92,-2.7,418,321.68
4731,16,48,56,11,-3,2,0,4031.54,8324.3,353.2,97164,13.69,1.45,-9.92,-2.19,414,319.5
4732,16,48,59,11,-3,2,0,4031.54,8324.3,353.2,97159,13.68,1.45,-9.88,-2.19,417,321.68
4733,16,49,0,11,-3,2,0,4031.54,8324.3,352.68,97164,13.69,1.45,-9.92,-2.15,417,321.68
4734,16,49,3,11,-3,2,0,4031.54,8324.3,352.94,97163,13.69,1.49,-9.92,-2.19,417,321.68
4735,16,49,4,11,-3,2,0,4031.54,8324.3,352.25,97158,13.68,1.49,-9.92,-2.23,417,321.68
4736,16,49,7,11,-3,2,0,4031.54,8324.3,352.16,97155,13.66,1.29,-10.8,-2.11,420,323.44
4737,16,49,10,11,-3,2,0,4031.54,8324.3,351.9,97166,13.66,1.45,-9.96,-2.11,416,320.8
4738,16,49,12,11,-3,2,0,4031.54,8324.3,351.9,97167,13.65,1.45,-9.92,-2.23,417,321.68
4739,16,49,14,11,-3,2,0,4031.54,8324.3,352.94,97163,13.68,1.45,-9.88,-2.23,417,321.68
4740,16,49,16,11,-3,2,0,4031.54,8324.3,352.68,97162,13.7,1.49,-9.96,-2.15,414,318.17
4741,16,49,19,11,-3,2,0,4031.54,8324.3,352.85,97161,13.74,1.49,-9.96,-2.15,416,320.8
4742,16,49,20,11,-3,2,0,4031.54,8324.3,352.85,97157,13.81,1.45,-9.92,-2.19,417,321.68
4743,16,49,23,11,-3,2,0,4031.54,8324.3,353.28,97155,13.85,1.45,-9.96,-2.19,417,321.68
4744,16,49,24,11,-3,2,0,4031.54,8324.3,353.11,97160,13.87,1.45,-9.92,-2.11,417,321.68
4745,16,49,28,11,-3,2,0,4031.54,8324.3,352.85,97161,13.89,1.45,-9.92,-2.11,417,321.68
